TCID,AppName,EXEDATE,STATUS,"RCA (Env, Code, Data, Req))"
146,Hotstar,04.04.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
28,Guardian,08.25.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
114,Uber,04.21.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
65,UberEats,04.07.19,Pass,
30,Guardian,04.06.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
147,Uber,06.10.19,Pass,
23,Netflix,08.15.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
159,TechCrunch,05.23.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
89,Zomato,09.05.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
11,Guardian,06.15.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
176,Hotstar,04.03.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
37,UberEats,08.14.19,Pass,
15,Hotstar,05.24.19,Pass,
184,Facebook,09.16.19,Pass,
28,Netflix,04.30.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
178,Instagram,05.28.19,Fail,PROD|import seaborn as sns|seaborn: Package not found|Coloring
109,Instagram,09.10.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
92,UberEats,06.15.19,Pass,
159,Uber,09.06.19,Fail,UAT|import pandas as pd|package not found|importing
104,Guardian,09.07.19,Pass,
63,Instagram,07.13.19,Pass,
77,Instagram,04.06.19,Pass,
122,Facebook,05.23.19,Fail,PROD|import seaborn as sns|seaborn: Package not found|Coloring
127,Guardian,05.04.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
178,UberEats,08.20.19,Pass,
39,Facebook,07.02.19,Pass,
36,TechCrunch,04.29.19,Pass,
10,ACM,07.06.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
181,Netflix,08.03.19,Pass,
124,Instagram,09.03.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
25,TechCrunch,08.24.19,Pass,
167,Uber,09.01.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
178,Hotstar,05.17.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
78,Guardian,04.09.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
105,ACM,05.20.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
173,Facebook,08.04.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
3,TechCrunch,04.14.19,Pass,
167,Netflix,06.01.19,Pass,
187,Netflix,04.07.19,Pass,
182,Uber,06.01.19,Pass,
22,Guardian,09.16.19,Pass,
16,Facebook,08.13.19,Pass,
51,Netflix,09.25.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
132,Uber,06.01.19,Pass,
157,Netflix,09.09.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
16,Hotstar,09.30.19,Pass,
192,Facebook,09.10.19,Pass,
53,Guardian,06.11.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
115,ACM,08.06.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
56,ACM,04.16.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
157,Instagram,04.03.19,Pass,
143,Uber,08.24.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
123,Instagram,08.05.19,Pass,
58,Facebook,05.13.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
84,Zomato,05.04.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
2,Uber,06.03.19,Pass,
116,Uber,04.12.19,Pass,
33,ACM,08.12.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
196,Hotstar,07.20.19,Pass,
164,TechCrunch,04.19.19,Pass,
4,Guardian,09.26.19,Pass,
7,Netflix,07.30.19,Pass,
96,Uber,07.27.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
34,ACM,04.13.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
56,Hotstar,05.11.19,Pass,
87,Instagram,09.21.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
163,Facebook,04.08.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
154,Guardian,05.17.19,Fail,STG|for x in range(10)|List out of index [15]|looping
24,Instagram,07.26.19,Fail,STG|for x in range(10)|List out of index [15]|looping
113,UberEats,07.15.19,Pass,
193,Hotstar,04.25.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
169,Zomato,06.24.19,Pass,
82,Netflix,09.22.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
159,UberEats,04.04.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
88,Uber,05.01.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
71,Netflix,09.27.19,Pass,
112,ACM,08.11.19,Pass,
126,Zomato,04.01.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
95,Zomato,08.14.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
170,ACM,06.07.19,Pass,
80,Guardian,08.02.19,Pass,
105,Hotstar,08.18.19,Pass,
34,UberEats,04.23.19,Pass,
55,UberEats,09.24.19,Pass,
27,ACM,09.09.19,Pass,
46,Facebook,09.22.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
25,Instagram,07.02.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
72,TechCrunch,07.31.19,Pass,
124,Facebook,05.29.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
180,Hotstar,08.17.19,Fail,DEV|plt.show()|plt:undefined name|displaying
104,UberEats,07.06.19,Pass,
44,Uber,09.05.19,Pass,
196,Netflix,07.31.19,Pass,
2,UberEats,07.04.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
177,TechCrunch,06.21.19,Pass,
106,Uber,08.25.19,Pass,
57,ACM,07.27.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
9,Netflix,09.03.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
193,Zomato,04.11.19,Pass,
51,Uber,07.24.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
9,Zomato,04.16.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
139,Zomato,08.18.19,Pass,
116,Instagram,07.30.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
166,Guardian,05.02.19,Pass,
131,Guardian,04.03.19,Fail,DEV|plt.show()|plt:undefined name|displaying
106,Zomato,06.17.19,Fail,STG|for i in Age|list index out of range|looping
143,Zomato,06.28.19,Pass,
126,TechCrunch,09.14.19,Fail,
154,Instagram,08.27.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
80,UberEats,09.26.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
139,Instagram,06.28.19,Pass,
168,ACM,04.09.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
161,Zomato,05.24.19,Pass,
19,Instagram,07.20.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
148,TechCrunch,08.16.19,Pass,
79,Facebook,05.28.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
5,Hotstar,04.13.19,Pass,
137,Guardian,07.01.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
54,Facebook,09.16.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
48,ACM,09.04.19,Pass,
165,Hotstar,05.29.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
35,Guardian,06.23.19,Pass,
80,Uber,07.24.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
39,Guardian,05.24.19,Pass,
17,Instagram,09.03.19,Pass,
31,Uber,08.02.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
141,UberEats,06.15.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
54,UberEats,06.02.19,Pass,
170,Instagram,08.13.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
30,UberEats,08.23.19,Pass,
128,TechCrunch,09.27.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
23,Netflix,08.01.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
68,Hotstar,04.06.19,Pass,
55,Hotstar,06.27.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
159,Uber,08.05.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
162,ACM,09.08.19,Pass,
133,Uber,04.11.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
21,TechCrunch,08.03.19,Fail,DEV|df.read_csv(...)|file not found|Importing file
68,Netflix,08.22.19,Pass,
183,Hotstar,07.23.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
20,Facebook,07.11.19,Pass,
140,ACM,05.09.19,Pass,
52,UberEats,07.04.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
132,Facebook,09.30.19,Pass,
25,Zomato,09.18.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
7,Instagram,05.21.19,Pass,
90,Guardian,05.18.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
141,UberEats,09.22.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
13,Instagram,04.14.19,Pass,
133,Facebook,09.12.19,Pass,
194,Hotstar,05.20.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
70,Instagram,09.23.19,Fail,STG|for x in range(10)|List out of index [15]|looping
3,Zomato,04.18.19,Pass,
42,Hotstar,06.04.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
22,ACM,08.24.19,Pass,
48,Uber,06.09.19,Pass,
53,Guardian,08.06.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
189,Hotstar,07.13.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
167,ACM,05.04.19,Pass,
125,Netflix,08.13.19,Pass,
154,UberEats,08.22.19,Pass,
176,UberEats,07.11.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
38,ACM,04.03.19,Pass,
181,Zomato,09.24.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
143,Netflix,06.19.19,Pass,
61,Facebook,05.04.19,Fail,STG|for i in Age|list index out of range|looping
144,TechCrunch,08.29.19,Pass,
168,UberEats,06.15.19,Fail,"PROD| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
155,Guardian,09.17.19,Pass,
62,Netflix,05.11.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
17,ACM,04.18.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
31,Facebook,06.27.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
108,Guardian,05.10.19,Pass,
106,Facebook,08.16.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
124,Facebook,06.08.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
70,Instagram,07.27.19,Pass,
49,Guardian,08.30.19,Fail,"DEV|print(""sum is"",a+b)|No varibles named a and b|retrive data"
109,UberEats,08.04.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
8,Facebook,07.08.19,Pass,
105,Netflix,08.18.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
195,Instagram,07.18.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
161,TechCrunch,09.21.19,Pass,
192,Zomato,05.31.19,Pass,
66,TechCrunch,09.19.19,Pass,
199,Guardian,07.22.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
154,UberEats,04.04.19,Fail,"DEV| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
122,Uber,04.14.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
9,Uber,05.03.19,Pass,
35,Facebook,07.30.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
192,UberEats,09.01.19,Pass,
32,ACM,08.26.19,Fail,STG|for x in range(10)|List out of index [15]|looping
57,Zomato,08.23.19,Pass,
10,Zomato,06.12.19,Pass,
47,ACM,09.22.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
178,Uber,06.11.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
184,TechCrunch,07.14.19,Pass,
132,Guardian,05.12.19,Pass,
95,Guardian,05.14.19,Fail,STG|for i in Age|list index out of range|looping
188,Guardian,09.09.19,Fail,STG|for x in range(10)|List out of index [15]|looping
91,UberEats,04.21.19,Pass,
192,Hotstar,09.28.19,Pass,
168,TechCrunch,08.18.19,Pass,
183,Netflix,05.29.19,Pass,
55,Zomato,05.17.19,Pass,
84,Guardian,07.21.19,Pass,
98,Guardian,04.01.19,Pass,
168,TechCrunch,06.18.19,Pass,
4,TechCrunch,06.05.19,Pass,
120,ACM,04.23.19,Pass,
70,Facebook,08.15.19,Pass,
103,Uber,09.29.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
89,Uber,08.23.19,Fail,STG| if i>5 |SyntaxError: invalid syntax |decision control
41,Uber,09.20.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
125,ACM,08.01.19,Pass,
194,Uber,06.20.19,Pass,
21,Netflix,07.29.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
33,Facebook,04.25.19,Fail,
195,Instagram,06.21.19,Fail,PROD|Not compatible with IOS 13|Update not found|Updating
78,TechCrunch,09.06.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
89,Hotstar,09.19.19,Pass,
179,Hotstar,06.17.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
113,ACM,07.06.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
42,UberEats,07.17.19,Pass,
83,UberEats,07.24.19,Fail,UAT|import pandasa as pd|pandas: Package not found|importing
196,Zomato,09.23.19,Pass,
141,Facebook,08.02.19,Pass,
104,Instagram,05.22.19,Pass,
185,UberEats,05.03.19,Fail,STG|for i in Age|list index out of range|looping
46,Zomato,06.03.19,Pass,
109,Uber,05.31.19,Pass,
85,Zomato,05.20.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
174,Netflix,09.19.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
182,UberEats,08.29.19,Pass,
165,Netflix,06.22.19,Pass,
95,Netflix,05.25.19,Pass,
194,UberEats,06.08.19,Pass,
66,ACM,05.12.19,Pass,
72,TechCrunch,06.13.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
56,Instagram,04.15.19,Pass,
61,Hotstar,05.11.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
65,Uber,05.18.19,Fail,"PROD|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
114,UberEats,06.21.19,Pass,
64,UberEats,07.03.19,Pass,
56,Guardian,06.13.19,Fail,UAT|import matplotlib.pyplot as plt|matplot: Package not found|importing
169,Instagram,09.09.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
52,Uber,08.17.19,Pass,
124,ACM,06.08.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
188,Netflix,06.12.19,Pass,
199,UberEats,05.06.19,Pass,
66,Netflix,06.06.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
1,Facebook,08.06.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
89,Instagram,09.06.19,Pass,
61,Hotstar,08.07.19,Pass,
8,Hotstar,04.10.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
62,Uber,09.29.19,Pass,
6,Hotstar,09.17.19,Pass,
43,Guardian,07.11.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
37,Zomato,05.24.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
76,UberEats,08.12.19,Fail,
176,Netflix,06.22.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
21,Uber,04.10.19,Fail,STG|while var >! 0:  |invalid operator|validation
200,UberEats,04.09.19,Pass,
134,ACM,09.23.19,Pass,
184,Zomato,09.20.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
182,Guardian,07.22.19,Pass,
200,Facebook,07.06.19,Pass,
185,Uber,09.21.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
8,Zomato,05.19.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
86,Hotstar,07.27.19,Pass,
200,Instagram,06.09.19,Fail,STG|while var >! 0:  |invalid operator|validation
78,Uber,07.23.19,Pass,
1,Guardian,04.04.19,Fail,"STG|for i in range(0,2)|List out of Index [23]|looping"
181,Hotstar,06.15.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
110,Hotstar,04.01.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
60,Uber,07.07.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
192,Uber,04.30.19,Pass,
77,ACM,04.18.19,Fail,STG|for x in range(10)|List out of index [15]|looping
98,Guardian,08.05.19,Pass,
66,UberEats,09.24.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
47,Netflix,05.17.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
52,Hotstar,09.05.19,Pass,
62,Zomato,04.06.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
6,Guardian,08.08.19,Fail,PROD|np.arange(8)|numpy array out of range|looping
58,Uber,06.27.19,Pass,
151,Facebook,08.08.19,Pass,
1,UberEats,09.13.19,Pass,
32,Guardian,05.13.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
133,Netflix,08.27.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
135,Facebook,07.10.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
77,ACM,08.02.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
34,ACM,06.14.19,Pass,
46,Hotstar,06.12.19,Pass,
132,TechCrunch,08.05.19,Pass,
73,ACM,05.14.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
24,UberEats,05.20.19,Pass,
35,Zomato,08.10.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
86,Netflix,07.07.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
73,UberEats,07.16.19,Pass,
89,Uber,09.10.19,Pass,
60,TechCrunch,04.30.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
42,Facebook,07.06.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
159,Guardian,04.19.19,Pass,
163,Hotstar,05.14.19,Pass,
137,Facebook,05.30.19,Fail,UAT|form.submit(name[0])|Array index out of bounds|Need to specify name
14,Hotstar,09.18.19,Pass,
43,Netflix,04.08.19,Pass,
101,Hotstar,08.25.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
41,Guardian,08.01.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
136,Zomato,08.22.19,Pass,
117,Hotstar,08.21.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
84,ACM,07.22.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
161,Netflix,08.29.19,Pass,
168,Netflix,04.03.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
94,Uber,07.07.19,Pass,
30,Netflix,05.27.19,Pass,
174,Hotstar,06.28.19,Pass,
45,Facebook,04.09.19,Fail,STG|for i in Age|list index out of range|looping
4,Zomato,08.25.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
63,Uber,06.14.19,Fail,"DEV| print ""Ok""|Missing parentheses in call to 'print'| printing"
29,TechCrunch,08.25.19,Pass,
51,Guardian,05.13.19,Fail,DEV|plt.show()|displaying graph without plotting it|plotting
156,Facebook,09.14.19,Pass,
97,Uber,09.02.19,Pass,
56,Hotstar,09.19.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
139,Guardian,08.22.19,Fail,UAT|import pandas as pd|package not found|importing
191,Uber,08.28.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
28,TechCrunch,05.22.19,Pass,
60,Facebook,07.26.19,Pass,
15,Zomato,04.15.19,Pass,
101,UberEats,05.18.19,Fail,"UAT|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
160,Uber,06.02.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
165,Hotstar,07.29.19,Fail,UAT|import pandas as pd|package not found|importing
157,Facebook,08.23.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
188,Netflix,09.08.19,Pass,
74,Uber,04.24.19,Pass,
53,Guardian,04.17.19,Fail,UAT|import pandasa as pd|pandas: Package not found|importing
27,Facebook,06.23.19,Pass,
28,Netflix,09.21.19,Pass,
10,Facebook,05.29.19,Fail,UAT|import pandasa as pd|pandas: Package not found|importing
18,ACM,08.05.19,Pass,
140,ACM,07.07.19,Fail,STG|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
10,Zomato,08.10.19,Fail,UAT|import pandasa as pd|pandas: Package not found|importing
10,Uber,05.29.19,Pass,
67,UberEats,05.07.19,Pass,
141,Zomato,08.11.19,Pass,
34,ACM,04.20.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
177,Hotstar,09.13.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
93,Hotstar,04.30.19,Pass,
105,UberEats,05.15.19,Pass,
16,Facebook,07.12.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
103,UberEats,08.27.19,Pass,
161,Zomato,05.06.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
35,ACM,08.18.19,Pass,
69,Uber,09.24.19,Fail,PROD|print(('python')*a)|a: variable undefined|retrieve data
161,Guardian,06.17.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
193,Zomato,08.17.19,Fail,PROD|plt.show()|matplotlib is not imported|visualising
2,Netflix,09.27.19,Pass,
37,Uber,05.29.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
87,Netflix,07.21.19,Fail,DEV|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
12,Zomato,05.25.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
55,Instagram,06.30.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
156,Uber,08.01.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
79,Zomato,06.16.19,Fail,"STG|for i,j in range()|range expected 1 arguments|parsing"
55,Instagram,09.09.19,Fail,UAT|import matplotlib as plt|matplotlib: Package not found|importing
43,TechCrunch,04.14.19,Pass,
200,TechCrunch,07.16.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
17,TechCrunch,04.20.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
80,UberEats,06.04.19,Fail,"DEV|plt.plot(x,y)|x,y : undefined variables|plotting"
24,Facebook,04.18.19,Fail,STG|for i in Age|list index out of range|looping
194,Hotstar,05.06.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
53,ACM,04.30.19,Pass,
111,Guardian,05.26.19,Pass,
163,Zomato,04.28.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
81,Facebook,08.27.19,Pass,
157,Facebook,09.25.19,Pass,
31,Guardian,05.05.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
179,Facebook,05.20.19,Fail,STG|for i in Age|list index out of range|looping
64,Guardian,09.26.19,Pass,
129,Zomato,07.09.19,Pass,
152,Facebook,08.28.19,Fail,STG|for x in range(10)|List out of index [15]|looping
80,UberEats,05.13.19,Pass,
19,Netflix,07.12.19,Pass,
76,Facebook,07.05.19,Pass,
140,UberEats,07.04.19,Fail,PROD|import seaborn as sns|seaborn: Package not found|Coloring
99,Netflix,07.19.19,Fail,UAT|fun(20)|arguments undefined in function|pass by value 
140,TechCrunch,05.03.19,Fail,UAT|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
126,ACM,05.21.19,Fail,DEV|plt.show()|plt:undefined name|displaying
14,Facebook,04.08.19,Pass,
111,ACM,05.04.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
12,Guardian,04.25.19,Pass,
21,Zomato,07.29.19,Fail,"DEV|print(data.[""Name""])|No column named ""Name""|retrive data"
67,Guardian,04.13.19,Pass,
197,ACM,07.04.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
86,TechCrunch,04.11.19,Pass,
19,ACM,08.12.19,Pass,
100,UberEats,09.25.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
102,Uber,06.04.19,Pass,
113,Hotstar,05.11.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
111,TechCrunch,04.09.19,Pass,
88,Zomato,07.18.19,Pass,
85,Instagram,09.09.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
168,Hotstar,08.19.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
70,Uber,04.02.19,Fail,"PROD| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
151,ACM,08.04.19,Fail,DEV|import seaborn as sns|seaborn: package not found|importing
110,Netflix,05.10.19,Fail,STG|for x in range(10)|List out of index [15]|looping
178,Facebook,07.07.19,Pass,
154,Zomato,05.03.19,Pass,
198,UberEats,07.13.19,Pass,
73,Facebook,07.27.19,Fail,DEV|print(df.columns)|df: undefined dataframe|retrive data
148,Hotstar,04.12.19,Fail,"UAT| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
186,Facebook,09.17.19,Fail,"STG|print(data[""Weight""].std())|column doesnot exist|standard variations"
10,Uber,06.15.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
76,Facebook,08.04.19,Pass,
112,Guardian,04.06.19,Pass,
5,Guardian,05.05.19,Fail,"DEV|for val in ""string"": |val : undefined variable|iteration"
166,Facebook,07.28.19,Fail,DEV|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
131,Hotstar,05.27.19,Pass,
149,Zomato,09.30.19,Pass,
141,UberEats,08.10.19,Pass,
45,Guardian,05.03.19,Pass,
55,TechCrunch,09.06.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
90,Hotstar,07.03.19,Fail,PROD|import numpy as np|numpy: Package not found|importing
100,Facebook,05.04.19,Fail,DEV|df.read_csv(...)|file not found|Importing file
117,Uber,06.11.19,Fail,UAT|import pandasa as pd|pandasa: Package not found|importing
101,Instagram,05.27.19,Pass,
4,Facebook,06.29.19,Fail,"DEV|print(""a[10]"")|No varible named a|retrive data"
51,Facebook,04.15.19,Pass,
100,TechCrunch,08.07.19,Fail,"PROD|import plotly|The plotly.plotly module is deprecated,|importing"
39,Guardian,09.26.19,Fail,
